name,gene,chr,start,end,length,density
chr1-169350000-169860000,"['CCDC181', 'AL021068.1', 'C1orf112', 'BLZF1', 'SLC19A2', 'SCYL3', 'RP1-206D15.5', 'SELP', 'SELL', 'F5', 'METTL18', 'RP1-117P20.3', 'RN7SL333P', 'RP1-206D15.3', 'SELE']",['chr1'],[169350000],[169860000],[510000],29.411764705882355
chr1-169905000-170045000,"['RN7SL269P', 'RP11-332H17.1', 'AL356475.1', 'MRPS10P1', 'KIFAP3']",['chr1'],[169905000],[170045000],[140000],35.714285714285715
chr1-170505000-170640000,"['RP11-545I10.2', 'GORAB', 'PRRX1', 'RP1-79C4.4', 'RP1-79C4.1']",['chr1'],[170505000],[170640000],[135000],37.03703703703704
chr1-170655000-170905000,"['MROH9', 'PRRX1']",['chr1'],[170655000],[170905000],[250000],8.0
chr1-1710000-1840000,"['NADK', 'RP1-140A9.1', 'GNB1']",['chr1'],[1710000],[1840000],[130000],23.076923076923077
chr1-171200000-171295000,"['HMGB1P11', 'FMO4', 'Y_RNA', 'RP1-45C12.1', 'FMO1']",['chr1'],[171200000],[171295000],[95000],52.631578947368425
chr1-171455000-171570000,"['PRRC2C', 'RNU6-773P', 'RN7SL425P']",['chr1'],[171455000],[171570000],[115000],26.086956521739133
chr1-171770000-171955000,"['METTL13', 'RP4-612B18.1', 'DNM3', 'Y_RNA', 'RP4-612B18.3', 'DNM3-IT1']",['chr1'],[171770000],[171955000],[185000],32.43243243243243
chr1-172045000-172395000,"['C1orf105', 'MIR199A2', 'DNM3', 'DNM3OS', 'SNORD112', 'RNU6-157P', 'MIR214', 'PIGC']",['chr1'],[172045000],[172395000],[350000],22.857142857142858
chr1-172415000-172700000,"['C1orf105', 'SUCO', 'FASLG', 'RNU6-693P']",['chr1'],[172415000],[172700000],[285000],14.035087719298247
chr1-17250000-17380000,"['RP1-37C10.3', 'SDHB', 'CROCC', 'MFAP2', 'ATP13A2']",['chr1'],[17250000],[17380000],[130000],38.46153846153846
chr1-172705000-173170000,"['RP3-471M13.2', 'TNFSF18', 'SLC25A38P1', 'RP3-395P12.2', 'TNFSF4', 'RP1-15D23.2', 'GOT2P2', 'AIMP1P2']",['chr1'],[172705000],[173170000],[465000],17.20430107526882
chr1-173175000-173390000,"['snoU13', 'RP11-296O14.3', 'RP11-296O14.1', 'TNFSF4', 'RP11-296O14.2']",['chr1'],[173175000],[173390000],[215000],23.25581395348837
chr1-173400000-173680000,"['snoU13', 'ANKRD45', 'RP3-436N22.3', 'RP11-296O14.3', 'RP11-360D2.1', 'PRDX6', 'SLC9C2']",['chr1'],[173400000],[173680000],[280000],25.0
chr1-173800000-173975000,"['RC3H1', 'SERPINC1', 'GAS5', 'SNORD78', 'RNA5SP68', 'ZBTB37', 'DARS2', 'RNA5SP67', 'GAS5-AS1']",['chr1'],[173800000],[173975000],[175000],51.42857142857143
chr1-17385000-17450000,['PADI2'],['chr1'],[17385000],[17450000],[65000],15.384615384615383
chr1-174050000-174200000,"['RABGAP1L', 'RP11-160H22.5', 'RPL30P1', 'snoU13']",['chr1'],[174050000],[174200000],[150000],26.666666666666668
chr1-174225000-174710000,"['RABGAP1L', 'AL022400.1', 'RP4-809F4.1', 'GPR52']",['chr1'],[174225000],[174710000],[485000],8.247422680412372
chr1-17455000-17565000,"['PADI1', 'Y_RNA', 'RP11-380J14.1']",['chr1'],[17455000],[17565000],[110000],27.272727272727273
chr1-174735000-174970000,"['RP1-102G20.4', 'NDUFAF4P4', 'RABGAP1L', 'RABGAP1L-IT1', 'RP1-102G20.5', 'RP1-102G20.2', 'CACYBP', 'RNU6-307P']",['chr1'],[174735000],[174970000],[235000],34.04255319148937
chr1-174990000-175315000,"['MRPS14', 'SDCCAG3P2', 'TNR', 'RP5-1114G22.1', 'RP3-518E13.2', 'RP5-1114G22.2', 'KIAA0040', 'Y_RNA', 'TNN']",['chr1'],[174990000],[175315000],[325000],27.692307692307693
chr1-175335000-175870000,"['RP11-222A5.1', 'TNR', 'TNR-IT1']",['chr1'],[175335000],[175870000],[535000],5.607476635514018
chr1-175890000-176190000,"['RP11-492I21.1', 'RFWD2', 'RP11-195C7.1', 'SCARNA3', 'RP11-318C24.1']",['chr1'],[175890000],[176190000],[300000],16.666666666666668
chr1-176330000-177945000,"['MIR488', 'RP11-63B19.1', 'RP1-35C21.1', 'MORF4L1P7', 'PTP4A1P7', 'RP1-35C21.2', 'BRINP2', 'PAPPA2', 'AL122019.1', 'RP4-798P15.3', 'AL021398.1', 'ASTN1', 'SEC16B']",['chr1'],[176330000],[177945000],[1615000],8.049535603715169
chr1-17735000-17960000,"['snoU13', 'RCC2', 'ARHGEF10L', 'AC004824.1']",['chr1'],[17735000],[17960000],[225000],17.777777777777775
chr1-177950000-178205000,"['RP11-21M7.2', 'RASAL2-AS1', 'RP11-568K15.1', 'RP4-798P15.3', 'RASAL2', 'SEC16B']",['chr1'],[177950000],[178205000],[255000],23.529411764705884
chr1-178290000-178485000,"['LINC00083', 'RP4-593C16.3', 'TEX35', 'RP4-765C7.2', 'RASAL2']",['chr1'],[178290000],[178485000],[195000],25.64102564102564
chr1-178490000-178995000,"['RNA5SP69', 'RALGPS2', 'FAM20B', 'C1ORF220', 'PTPN2P1', 'RP11-428K3.1', 'SNORA63', 'TEX35', 'C1orf220', 'MIR4424', 'RP5-1098D14.1', 'ANGPTL1']",['chr1'],[178490000],[178995000],[505000],23.762376237623762
chr1-179040000-179345000,"['RP11-345I18.6', 'RP11-345I18.1', 'SNORA67', 'ABL2', 'COX5BP8', 'RP11-345I18.4', 'RN7SL374P', 'AXDND1', 'SOAT1', 'SETP10', 'TOR3A', 'FAM20B', 'EIF4A1P11']",['chr1'],[179040000],[179345000],[305000],42.62295081967213
chr1-179660000-179795000,"['RP11-12M5.3', 'FAM163A', 'RP11-12M5.1', 'AL359853.1', 'TDRD5']",['chr1'],[179660000],[179795000],[135000],37.03703703703704
chr1-17970000-18910000,"['RP1-8B22.1', 'RP11-473A10.2', 'RP11-422P22.1', 'RP11-174G17', 'ACTL8', 'KLHDC7A', 'RP11-174G17.2', 'IGSF21', 'ARHGEF10L']",['chr1'],[17970000],[18910000],[940000],9.574468085106384
chr1-179820000-180145000,"['RP11-533E19.3', 'RP11-533E19.7', 'CEP350', 'RP11-52I18.1', 'RP11-533E19.2', 'QSOX1', 'RP11-502H18.2', 'RN7SL230P', 'TOR1AIP1', 'TOR1AIP2', 'IFRG15', 'RP11-533E19.5']",['chr1'],[179820000],[180145000],[325000],36.92307692307692
chr1-180220000-180460000,"['VDAC1P4', 'ACBD6', 'LHX4', 'RP5-1180C10.2', 'MIR3121']",['chr1'],[180220000],[180460000],[240000],20.833333333333332
chr1-180480000-180835000,"['U6', 'OVAAL', 'XPR1', 'AL358354.1', 'AL590085.1', 'Y_RNA']",['chr1'],[180480000],[180835000],[355000],16.901408450704224
chr1-180840000-181140000,"['IER5', 'RP11-309G3.3', 'AL162431.1', 'XPR1', 'RP11-46A10.5', 'STX6', 'RP11-46A10.2', 'MR1', 'KIAA1614', 'RP11-46A10.4', 'RP11-46A10.6', 'RP11-46A10.8']",['chr1'],[180840000],[181140000],[300000],40.0
chr1-181150000-182040000,"['RN7SKP229', 'ZNF648', 'RP11-540K16.1', 'CACNA1E', 'RP11-33M22.2', 'RP11-538D16.2', 'RP11-380B22.1', 'RP11-540K16.2', 'RNA5SP70']",['chr1'],[181150000],[182040000],[890000],10.112359550561798
chr1-182050000-182375000,"['GS1-122H1.1', 'GS1-122H1.2', 'GLUL', 'RNU6-152P', 'GS1-122H1.3', 'RP11-416K24.2', 'RP11-538D16.3', 'TEDDM1', 'RP11-416K24.1']",['chr1'],[182050000],[182375000],[325000],27.692307692307693
chr1-182420000-182545000,"['RGSL1', 'RNASEL']",['chr1'],[182420000],[182545000],[125000],16.0
chr1-182565000-182755000,"['RP11-317P15.4', 'RGS8', 'RP11-317P15.3', 'AL513344.1', 'RP11-317P15.6', 'RP11-317P15.5', 'RGS16']",['chr1'],[182565000],[182755000],[190000],36.8421052631579
chr1-182855000-183425000,"['KRT18P28', 'NMNAT2', 'RNA5SP71', 'LAMC2', 'RNU6-41P', 'RP11-181K3.4', 'DHX9', 'AL450304.1', 'RP11-505O17.1', 'HMGN1P4', 'LAMC1', 'SHCBP1L', 'RP11-548N1.1']",['chr1'],[182855000],[183425000],[570000],22.807017543859647
chr1-183435000-183605000,"['NCF2', 'SMG7-AS1', 'ARPC5', 'RP1-127C7.6', 'AL137800.1', 'SMG7']",['chr1'],[183435000],[183605000],[170000],35.29411764705882
chr1-183615000-183895000,"['RP11-293B7.1', 'APOBEC4', 'RP11-444D13.1', 'RGL1']",['chr1'],[183615000],[183895000],[280000],14.285714285714285
chr1-183905000-184025000,"['COLGALT2', 'TSEN15']",['chr1'],[183905000],[184025000],[120000],16.666666666666668
chr1-184035000-184665000,"['GS1-115G20.2', 'RN7SL654P', 'RP11-382D12.2', 'EDEM3', 'GS1-115G20.1', 'SNORD112', 'Y_RNA', 'TSEN15', 'C1orf21', 'RP11-382D12.1']",['chr1'],[184035000],[184665000],[630000],15.873015873015872
chr1-184695000-185140000,"['RNA5SP72', 'GS1-120K12.4', 'FTH1P25', 'EDEM3', 'TRMT1L', 'RNF2', 'RNU7-13P', 'SWT1', 'FAM129A']",['chr1'],[184695000],[185140000],[445000],20.224719101123597
chr1-185145000-185665000,"['GS1-279B7.2', 'GS1-204I12.1', 'GS1-279B7.1', 'GS1-204I12.4', 'RP4-635A23.3', 'CTA-277P6.1', 'Y_RNA', 'IVNS1ABP', 'SWT1', 'RNU7-183P', 'RP4-635A23.4', 'RPL5P5']",['chr1'],[185145000],[185665000],[520000],23.076923076923077
chr1-185715000-186225000,"['GS1-174L6.4', 'HMCN1']",['chr1'],[185715000],[186225000],[510000],3.9215686274509802
chr1-1860000-2055000,"['RP11-547D24.1', 'RP11-547D24.3', 'C1orf222', 'PRKCZ', 'GABRD']",['chr1'],[1860000],[2055000],[195000],25.64102564102564
chr1-186275000-186975000,"['AL596220.1', 'PDC', 'TPR', 'C1orf27', 'GS1-304P7.1', 'RP11-295K2.3', 'OCLM', 'PTGS2', 'GS1-304P7.3', 'RNU6-1240P', 'RP5-973M2.2', 'PRG4', 'GS1-304P7.2', 'PLA2G4A']",['chr1'],[186275000],[186975000],[700000],20.0
chr1-187895000-188110000,['RP11-134C1.1'],['chr1'],[187895000],[188110000],[215000],4.651162790697675
chr1-18915000-19165000,"['RP1-8B22.2', 'PAX7']",['chr1'],[18915000],[19165000],[250000],8.0
chr1-19205000-19575000,"['AL137127.1', 'UBR4', 'MIR1290', 'RP5-1126H10.2', 'RP1-43E13.2', 'EMC1', 'IFFO2', 'MIR4695', 'RP13-279N23.2', 'ALDH4A1']",['chr1'],[19205000],[19575000],[370000],27.027027027027028
chr1-192440000-192585000,"['RGS1', 'AL136987.1', 'RP5-1011O1.2', 'RP5-1011O1.3']",['chr1'],[192440000],[192585000],[145000],27.586206896551722
chr1-192610000-192755000,"['MIR4426', 'RGS13']",['chr1'],[192610000],[192755000],[145000],13.793103448275861
chr1-192775000-192990000,"['UCHL5', 'LINC01032', 'ZNF101P2', 'RGS2', 'RN7SKP126']",['chr1'],[192775000],[192990000],[215000],23.25581395348837
chr1-193015000-193105000,"['snoU109', 'UCHL5', 'TROVE2', 'GLRX2', 'CDC73', 'RP11-101E13.5']",['chr1'],[193015000],[193105000],[90000],66.66666666666667
chr1-196075000-196660000,"['CFH', 'MIR4735', 'KCNT2']",['chr1'],[196075000],[196660000],[585000],5.128205128205128
chr1-19665000-20190000,"['MINOS1', 'snoU13', 'RN7SL277P', 'RPS14P3', 'NBL1', 'HTR6', 'CAPZB', 'MINOS1-NBL1', 'RP5-1056L3.1', 'TMCO4', 'RNF186', 'RP11-91K11.2', 'RNU4-28P']",['chr1'],[19665000],[20190000],[525000],24.761904761904763
chr1-197145000-197350000,"['CRB1', 'MRPS21P3', 'ZBTB41', 'RP11-332L8.1']",['chr1'],[197145000],[197350000],[205000],19.51219512195122
chr1-197490000-197900000,"['RP11-448G4.2', 'DENND1B', 'LHX9', 'EEF1A1P32', 'RP11-448G4.4', 'Y_RNA', 'FAM204BP', 'C1orf53']",['chr1'],[197490000],[197900000],[410000],19.51219512195122
chr1-198030000-198435000,"['NEK7', 'RP11-401A10.2']",['chr1'],[198030000],[198435000],[405000],4.938271604938271
chr1-198475000-198665000,"['RP11-553K8.2', 'RP11-553K8.5', 'PEBP1P3', 'PTPRC', 'ATP6V1G3']",['chr1'],[198475000],[198665000],[190000],26.315789473684212
chr1-198735000-199235000,"['MIR181A1', 'MIR181B1', 'RP11-16L9.4', 'RP11-382E9.1', 'AC105941.1', 'RP11-16L9.2', 'MIR181A1HG', 'RP11-16L9.1', 'RP11-16L9.3']",['chr1'],[198735000],[199235000],[500000],18.0
chr1-199250000-199525000,"['RP11-104D3.1', 'RP11-382E9.1', 'RP11-104D3.2']",['chr1'],[199250000],[199525000],[275000],10.909090909090908
chr1-200085000-200495000,"['RP11-532L16.1', 'FAM58BP', 'ZNF281', 'RP11-532L16.3', 'AC096633.1', 'RP11-47A17.2', 'RP11-469A15.2', 'LINC00862', 'NR5A2']",['chr1'],[200085000],[200495000],[410000],21.95121951219512
chr1-200515000-201095000,"['RP11-92G12.3', 'CAMSAP2', 'RNU6-704P', 'KIF21B', 'CACNA1S', 'KIF14', 'GPR25', 'RPL34P6', 'ASCL5', 'C1orf106', 'RP11-168O16.1', 'RP11-168O16.2', 'MROH3P', 'DDX59']",['chr1'],[200515000],[201095000],[580000],24.137931034482758
chr1-201205000-201345000,"['PKP1', 'LAD1', 'TNNT2']",['chr1'],[201205000],[201345000],[140000],21.428571428571427
chr1-201400000-201500000,"['PHLDA3', 'RPS10P7', 'RP11-134G8.7', 'RP11-134G8.8', 'RP11-134G8.6', 'CSRP1']",['chr1'],[201400000],[201500000],[100000],60.0
chr1-201510000-201785000,"['RP11-25B7.1', 'RNU6-501P', 'IPO9-AS1', 'NAV1', 'MIR1231', 'AC096677.1', 'MIR5191', 'RP11-90L20.2']",['chr1'],[201510000],[201785000],[275000],29.09090909090909
chr1-201815000-202120000,"['LMOD1', 'TIMM17A', 'ELF3', 'GPR37L1', 'RP11-510N19.2', 'PTPN7', 'SNORA70', 'RNPEP', 'RP11-465N4.4', 'SHISA4', 'CRIP1P3', 'RP11-465N4.5', 'ARL8A', 'RP11-307B6.3', 'RP11-510N19.5', 'RP11-510N19.3', 'RP11-465N4.2', 'IPO9']",['chr1'],[201815000],[202120000],[305000],59.01639344262295
chr1-20195000-20980000,"['PINK1', 'PLA2G2A', 'PLA2G2D', 'RN7SL304P', 'PLA2G2C', 'RP4-749H3.2', 'AL391357.1', 'UBXN10-AS1', 'RPS4XP4', 'PLA2G2F', 'OTUD3', 'RP4-745E8.2', 'PLA2G5', 'DDOST', 'UBXN10', 'MUL1', 'PINK1-AS', 'RP3-340N1.2', 'CAMK2N1', 'PLA2G2E', 'VWA5B1', 'FAM43B', 'LINC01141', 'CDA', 'RP3-340N1.6']",['chr1'],[20195000],[20980000],[785000],31.84713375796178
chr1-202130000-202980000,"['CYB5R1', 'CYCSP4', 'RP11-480I12.2', 'PCAT6', 'RP11-569A11.2', 'UBE2T', 'PTPN7', 'RP11-480I12.5', 'TMEM183A', 'KLHL12', 'RP11-38O14.5', 'RP11-480I12.10', 'SLC25A39P1', 'RP11-480I12.7', 'RP11-480I12.9', 'RP11-569A11.1', 'RP11-480I12.4', 'PPP1R12B', 'RP11-175B9.3', 'SYT2', 'LGR6', 'ADIPOR1', 'RP11-38O14.6', 'snoU13', 'U6', 'PTPRVP', 'KDM5B', 'SNORA70', 'RP11-175B9.2', 'Y_RNA', 'RABIF', 'HNRNPA1P59']",['chr1'],[202130000],[202980000],[850000],37.647058823529406
chr1-203000000-204350000,"['CBX1P3', 'RP11-435P24.3', 'KRT8P29', 'FMOD', 'MYOG', 'LAX1', 'RP11-203F10.6', 'MYBPH', 'KISS1', 'SNRPE', 'RP11-397P13.7', 'SOX13', 'RP11-203F10.1', 'RP11-739N20.2', 'LINC01136', 'RP11-397P13.6', 'PLEKHA6', 'RP11-74C13.3', 'RP11-134P9.3', 'RP11-335O13.7', 'SNORA77', 'PPFIA4', 'REN', 'HSPE1P6', 'CHIT1', 'NPM1P40', 'RP11-74C13.4', 'ETNK2', 'BTG2', 'ATP2B4', 'PRELP', 'AC096645.1', 'RP11-435P24.2', 'OPTC', 'ZBED6', 'CHI3L1', 'RNU6-487P', 'GOLT1A', 'ZC3H11A', 'RP11-203F10.5', 'RP11-90O23.1', 'RP11-335O13.8', 'ADORA1', 'LINC00303']",['chr1'],[203000000],[204350000],[1350000],32.592592592592595
chr1-204375000-204485000,"['RP11-739N20.2', 'PIK3C2B', 'PPP1R15B']",['chr1'],[204375000],[204485000],[110000],27.272727272727273
chr1-204535000-204780000,"['LRRN2', 'RP11-23I7.1', 'RNA5SP75', 'MDM4', 'RP11-430C7.4', 'RP11-430C7.5', 'AL161793.1', 'SCARNA20']",['chr1'],[204535000],[204780000],[245000],32.6530612244898
chr1-204795000-204915000,"['SNORD112', 'NFASC']",['chr1'],[204795000],[204915000],[120000],16.666666666666668
chr1-204930000-205500000,"['CNTN2', 'AL583832.1', 'RP11-383G10.1', 'RP11-536L3.4', 'RP11-383G10.3', 'LEMD1', 'RP11-576D8.4', 'RP11-383G10.5', 'MIR135B', 'TMEM81', 'NFASC', 'DSTYK', 'RBBP5', 'KLHDC8A', 'LEMD1-AS1', 'CDK18', 'SNRPGP10', 'NUAK2', 'TMCC2']",['chr1'],[204930000],[205500000],[570000],33.333333333333336
chr1-205540000-205720000,"['RNU6-418P', 'AC119673.1', 'SNORA72', 'NUCKS1', 'SLC45A3', 'MFSD4', 'ELK4', 'RP11-6B6.3']",['chr1'],[205540000],[205720000],[180000],44.44444444444445
chr1-205785000-205925000,"['PM20D1', 'SLC26A9', 'RP4-681L3.2']",['chr1'],[205785000],[205925000],[140000],21.428571428571427
chr1-206645000-206775000,"['EIF2D', 'RP11-534L20.4', 'C1orf147', 'RP11-534L20.5', 'IKBKE', 'RASSF5']",['chr1'],[206645000],[206775000],[130000],46.15384615384615
chr1-206780000-206855000,"['RP11-343H5.6', 'EIF2D', 'DYRK3']",['chr1'],[206780000],[206855000],[75000],40.0
chr1-206880000-207175000,"['PIGR', 'RP11-564A8.4', 'IL24', 'MAPKAPK2', 'IL20', 'IL10', 'Y_RNA', 'FAIM3', 'FCAMR', 'IL19', 'RP11-564A8.8']",['chr1'],[206880000],[207175000],[295000],37.28813559322034
chr1-207235000-207695000,"['AL691452.1', 'CR2', 'CR1', 'RP11-6J21.2', 'C4BPAP2', 'C4BPA', 'CD55', 'C4BPB', 'RP11-164O23.7', 'C4BPAP1', 'PFKFB2', 'RP11-164O23.5']",['chr1'],[207235000],[207695000],[460000],26.086956521739133
chr1-207985000-208165000,"['CD34', 'RP11-328D5.1', 'C1orf132']",['chr1'],[207985000],[208165000],[180000],16.666666666666668
chr1-208180000-208435000,"['PLXNA2', 'RP11-2P2.1']",['chr1'],[208180000],[208435000],[255000],7.8431372549019605
chr1-209230000-209375000,"['RP11-385M4.2', 'RP11-385M4.1']",['chr1'],[209230000],[209375000],[145000],13.793103448275861
chr1-209770000-209930000,"['MIR4260', 'LAMB3', 'RP1-28O10.1', 'HSD11B1', 'G0S2', 'CAMK1G', 'TRAF3IP3', 'ADORA2BP']",['chr1'],[209770000],[209930000],[160000],50.0
chr1-21005000-21530000,"['HSPE1P27', 'HP1BP3', 'SH2D5', 'MIR1256', 'KIF17', 'RNU7-200P', 'RP5-930J4.4', 'RP11-487E1.2', 'EIF4G3', 'RP5-930J4.5', 'RPS15AP6', 'AL031005.1', 'RP5-930J4.2']",['chr1'],[21005000],[21530000],[525000],24.761904761904763
chr1-210295000-210580000,"['SYT14', 'ST13P19', 'HHAT', 'SERTAD4-AS1', 'SERTAD4', 'RP4-667H12.4', 'RNU5A-8P']",['chr1'],[210295000],[210580000],[285000],24.561403508771928
chr1-210625000-210750000,"['HHAT', 'RP5-879K22.1']",['chr1'],[210625000],[210750000],[125000],16.0
chr1-211310000-211425000,"['AC092017.1', 'RP11-543B16.1', 'RP11-543B16.3', 'RP11-543B16.2']",['chr1'],[211310000],[211425000],[115000],34.78260869565217
chr1-211435000-211845000,"['AL356310.1', 'RD3', 'RCOR3', 'SLC30A1', 'SNX25P1', 'ARPC3P2', 'NEK2', 'RP11-359E8.5', 'RP11-318L16.6', 'RP11-354K1.2', 'FDPSP8', 'LINC00467', 'RP11-359E8.3', 'RP11-354K1.1', 'TRAF5']",['chr1'],[211435000],[211845000],[410000],36.58536585365854
chr1-211850000-212205000,"['INTS7', 'LPGAT1', 'RP11-122M14.3', 'SNORA26', 'RP11-565J7.1', 'RN7SL344P', 'Y_RNA', 'RP11-552D8.1', 'RP11-122M14.1']",['chr1'],[211850000],[212205000],[355000],25.35211267605634
chr1-2120000-2320000,"['RP4-713A8.1', 'RP4-740C4.6', 'RP4-740C4.7', 'RP4-740C4.9', 'MORN1', 'RP4-740C4.8', 'RP11-181G12.5', 'AL589739.1', 'RP4-740C4.5', 'AL513477.1', 'RP11-181G12.4', 'C1orf86', 'AL590822.2', 'AL590822.1', 'SKI']",['chr1'],[2120000],[2320000],[200000],75.0
chr1-212240000-212465000,"['RP11-15I11.3', 'RN7SKP98', 'RP11-15I11.2', 'MIR3122', 'PPP2R5A', 'DTL']",['chr1'],[212240000],[212465000],[225000],26.666666666666668
chr1-212490000-213250000,"['TATDN3', 'RP11-61J19.4', 'VASH2', 'ATF3', 'NSL1', 'RP11-338C15.2', 'RNU6-423P', 'FLVCR1-AS1', 'NENF', 'RP11-348H3.2', 'RP11-61J19.3', 'RP11-348H3.4', 'RP11-384C4.2', 'RP11-384C4.7', 'TMEM206', 'PPP2R5A', 'RP11-338C15.5', 'RP11-61J19.2', 'C1orf227', 'RN7SL512P', 'RP11-348H3.5', 'FLVCR1', 'ANGEL2', 'FAM71A', 'RPS6KC1', 'SNORA16B', 'RP11-338C15.3', 'BATF3']",['chr1'],[212490000],[213250000],[760000],36.8421052631579
chr1-213410000-214330000,"['RPL31P13', 'PROX1-AS1', 'RPS6KC1', 'RP11-53A1.2', 'AL592063.1', 'RP11-323I1.1', 'RP11-554K11.2', 'PROX1']",['chr1'],[213410000],[214330000],[920000],8.695652173913043
chr1-214375000-214810000,"['KRT18P12', 'CENPF', 'SMYD2', 'RP11-365D23.2', 'RP11-365D23.4', 'RP11-176D17.3', 'PTPN14', 'ABHD17AP3']",['chr1'],[214375000],[214810000],[435000],18.39080459770115
chr1-214855000-215735000,"['KCNK2', 'VDAC1P10', 'GAPDHP24', 'RP11-323K10.1']",['chr1'],[214855000],[215735000],[880000],4.545454545454546
chr1-21540000-21930000,"['RAP1GAP', 'PFN1P10', 'HS6ST1P1', 'NBPF3', 'CROCCP5', 'ALPL', 'PPP1R11P1', 'NBPF2P', 'RP11-293F5.1', 'AL359815.1', 'RP3-329E20.2', 'RP5-1071N3.1', 'RP11-63N8.3', 'RP11-293F5.8', 'ECE1']",['chr1'],[21540000],[21930000],[390000],38.46153846153846
chr1-217590000-217910000,"['RP11-361K17.2', 'GPATCH2', 'SPATA17']",['chr1'],[217590000],[217910000],[320000],9.375
chr1-217975000-218365000,"['LINC00210', 'SPATA17', 'RP11-152L7.1', 'UBBP2', 'RNU1-141P', 'RP11-152L7.2']",['chr1'],[217975000],[218365000],[390000],15.384615384615383
chr1-219240000-219355000,"['RP11-135J2.4', 'LYPLAL1']",['chr1'],[219240000],[219355000],[115000],17.391304347826086
chr1-219585000-219745000,"['RP11-95P13.1', 'RP11-95P13.2', 'RP11-392O17.1']",['chr1'],[219585000],[219745000],[160000],18.75
chr1-21995000-22335000,"['RAP1GAP', 'CELA3A', 'RN7SL768P', 'USP48', 'LDLRAD2', 'RP11-132G19.3', 'RP11-26H16.1', 'CELA3B', 'RN7SL386P', 'RNU6-1022P', 'RN7SL421P', 'HSPG2']",['chr1'],[21995000],[22335000],[340000],35.29411764705882
chr1-220005000-220130000,['SLC30A10'],['chr1'],[220005000],[220130000],[125000],8.0
chr1-220160000-220380000,"['RPS15AP12', 'snoU13', 'RAB3GAP2', 'IARS2', 'EPRS', 'SNORA36B', 'BPNT1', 'MIR215', 'MIR194-1']",['chr1'],[220160000],[220380000],[220000],40.90909090909091
chr1-220455000-220965000,"['RP11-410C4.5', 'SLMO2P1', 'RP11-410C4.4', 'RP11-410C4.1', 'RP11-302I18.3', 'XRCC6P3', 'MARK1', 'RN7SL464P', 'C1orf115', 'MARC2', 'RP11-302I18.1', 'MARC1', 'HDAC1P2', 'RP11-322F10.2', 'RP11-410C4.2', 'AC096644.1']",['chr1'],[220455000],[220965000],[510000],31.372549019607842
chr1-221040000-221395000,"['RP11-453O22.1', 'HLA-AS1', 'HLX']",['chr1'],[221040000],[221395000],[355000],8.450704225352112
chr1-221420000-221610000,['RP11-421L10.1'],['chr1'],[221420000],[221610000],[190000],5.2631578947368425
chr1-221645000-222270000,"['RP11-400N13.3', 'RP11-815M8.1', 'RP11-191N8.2', 'RP11-400N13.2', 'RNU6-403P', 'DUSP10', 'RP11-103C3.2', 'RP11-103C3.1', 'RP11-400N13.1', 'AC092765.1']",['chr1'],[221645000],[222270000],[625000],16.0
chr1-222380000-222630000,"['RP11-358H9.1', 'RP11-400N13.1', 'QRSL1P2']",['chr1'],[222380000],[222630000],[250000],12.0
chr1-222815000-222900000,"['RP11-378J18.8', 'RN7SL276P', 'BROX', 'RP11-378J18.6', 'AIDA', 'MIA3']",['chr1'],[222815000],[222900000],[85000],70.58823529411764
chr1-222910000-223275000,"['snoU13', 'NDUFB1P2', 'DISP1', 'FAM177B', 'RP11-452F19.3']",['chr1'],[222910000],[223275000],[365000],13.698630136986301
chr1-223300000-223425000,"['RP11-239E10.2', 'SUSD4', 'RP11-239E10.3', 'TLR5']",['chr1'],[223300000],[223425000],[125000],32.0
chr1-22345000-23290000,"['LINC00339', 'EPHA8', 'CDC42', 'CDC42-IT1', 'ZBTB40-IT1', 'RP1-224A6.9', 'AL611946.1', 'RP1-74M1.3', 'WNT4', 'ZBTB40', 'EPHB2', 'RP11-69E9.1', 'MIR4418', 'LACTBL1', 'RP1-224A6.8', 'C1QC', 'RP1-224A6.3', 'MIR4253', 'C1QA', 'MIR4684', 'RP11-415K20.1', 'C1QB']",['chr1'],[22345000],[23290000],[945000],23.28042328042328
chr1-223880000-223960000,['CAPN2'],['chr1'],[223880000],[223960000],[80000],12.5
chr1-224300000-224520000,"['MIR320B2', 'NVL', 'FBXO28', 'SNORA72', 'RNU6-1008P', 'RP11-365O16.3', 'RP11-365O16.1', 'RP11-365O16.5', 'RP11-365O16.6', 'DEGS1']",['chr1'],[224300000],[224520000],[220000],45.45454545454545
chr1-224530000-224655000,"['WDR26', 'CNIH4', 'CNIH3', 'MIR4742']",['chr1'],[224530000],[224655000],[125000],32.0
chr1-224690000-225125000,"['AKR1B1P1', 'RP11-449J1.1', 'CNIH3', 'RP11-100E13.3', 'RP11-3L21.2', 'AL596330.1', 'RP11-100E13.1', 'DNAH14']",['chr1'],[224690000],[225125000],[435000],18.39080459770115
chr1-225165000-225480000,['DNAH14'],['chr1'],[225165000],[225480000],[315000],3.1746031746031744
